icao24,callsign,dep_airport,arr_airport,firstseen,lastseen,day,event_ts,flight_duration_sec,dep_horiz_m,dep_vert_m,arr_horiz_m,arr_vert_m,dep_cand,arr_cand
1026c0,AFR1441,OMDB,KLAX,1678627489,1678678674,1678575600,2023-03-12 14:24:49,51185,4693,8112,39887,5453,3,4
102881,BAW7524,KATL,YSSY,1688314843,1688332936,1688252400,2023-07-02 18:20:43,18093,14547,496,43598,9311,3,1
10298c,SWA1410,OTHH,VHHH,1682341069,1682381235,1682290800,2023-04-24 14:57:49,40166,26356,8638,2744,5902,5,1
102bea,UAE3305,LFPG,OMDB,1690958371,1690966704,1690930800,2023-08-02 08:39:31,8333,12144,3900,30655,6057,3,3
103050,BAW5260,LEMD,WSSS,1674526192,1674534720,1674514800,2023-01-24 03:09:52,8528,10259,281,8100,3040,2,5
1031ab,AAL4980,EDDM,EKCH,1699695514,1699745477,1699657200,2023-11-11 10:38:34,49963,15044,173,1905,1344,2,1
1031ed,RYR2752,EHAM,RJTT,1703598865,1703614752,1703545200,2023-12-26 14:54:25,15887,42657,3872,21105,5592,3,5
103292,EZY7245,ESSA,EGLL,1673141662,1673165886,1673132400,2023-01-08 02:34:22,24224,15701,8039,38248,2502,4,2
1032fa,UAE4758,LKPR,EDDM,1680327181,1680377685,1680303600,2023-04-01 07:33:01,50504,49667,1830,30997,7418,1,5
1035d6,UAL5018,OMDB,ENGM,1700721352,1700758457,1700694000,2023-11-23 07:35:52,37105,26644,1402,39986,3889,2,1
1036b6,BAW9895,KATL,OMDB,1702397437,1702445221,1702335600,2023-12-12 17:10:37,47784,10001,1220,42000,9115,3,4
1037b5,DAL4217,YSSY,EFHK,1684562308,1684597680,1684537200,2023-05-20 07:58:28,35372,38141,2910,39546,2380,1,3
1039b8,DLH4647,LPPT,OMDB,1687910989,1687956645,1687906800,2023-06-28 02:09:49,45656,34393,9939,28687,3604,2,3
103a5b,AAL7482,EGKK,LEMD,1686671848,1686707403,1686610800,2023-06-13 17:57:28,35555,37551,4573,42119,4845,1,1
103b08,EZY9823,LOWW,YSSY,1672916866,1672957229,1672873200,2023-01-05 12:07:46,40363,44711,1217,36739,2302,1,4
103b30,SWA7572,EHAM,EKCH,1692593347,1692646584,1692572400,2023-08-21 06:49:07,53237,32870,2999,122,8387,5,5
103baf,BAW3467,LHBP,KATL,1687734232,1687766530,1687734000,2023-06-26 01:03:52,32298,4936,1521,35419,2040,5,2
103c41,RYR3357,EFHK,ENGM,1694950120,1695002820,1694905200,2023-09-17 13:28:40,52700,27625,3491,28472,8065,4,2
103c4c,DLH115,OTHH,EDDF,1699679800,1699721926,1699657200,2023-11-11 06:16:40,42126,16413,6818,19821,33,3,3
103d10,ACA8667,EDDF,EFHK,1676176525,1676194982,1676156400,2023-02-12 05:35:25,18457,10502,2231,15268,920,1,5
103ecd,DLH8909,LEBL,EDDM,1697787022,1697831230,1697756400,2023-10-20 09:30:22,44208,28158,2802,11824,918,3,2
103fab,RYR2465,KDFW,ENGM,1677586417,1677592728,1677538800,2023-02-28 13:13:37,6311,26524,8748,37093,8185,2,5
1040cc,QTR6401,EDDM,LFPG,1682149729,1682168104,1682118000,2023-04-22 09:48:49,18375,7447,4114,41813,1466,1,4
104217,RYR3922,LIRF,EPWA,1673097121,1673144318,1673046000,2023-01-07 14:12:01,47197,22058,3110,25817,3850,5,1
1042b3,UAE8063,KJFK,LEMD,1701568480,1701571011,1701558000,2023-12-03 02:54:40,2531,3079,4761,26600,800,2,5
1043dc,ACA106,EKCH,LEBL,1692315439,1692357994,1692313200,2023-08-18 01:37:19,42555,36350,3099,5019,77,2,1
104534,SIA7417,KDEN,LIRF,1679502745,1679532452,1679439600,2023-03-22 17:32:25,29707,29901,8311,16504,9360,2,3
104614,QTR5853,OTHH,LIRF,1692537286,1692544624,1692486000,2023-08-20 15:14:46,7338,29952,5044,45175,409,1,5
1047da,SWA7456,EDDM,OMDB,1676361130,1676388313,1676329200,2023-02-14 08:52:10,27183,43605,8081,15359,6791,1,4
10481e,ACA6730,KDEN,EDDF,1703873965,1703886436,1703804400,2023-12-29 19:19:25,12471,38791,939,41892,6598,5,5
104cb9,QFA7348,LEBL,KORD,1693057279,1693091766,1693004400,2023-08-26 15:41:19,34487,2808,9995,21222,4025,1,5
104d38,BAW5776,LOWW,LHBP,1689677029,1689700498,1689634800,2023-07-18 12:43:49,23469,11014,9827,9924,9085,4,3
10505b,DAL5219,LEMD,VHHH,1701503566,1701540828,1701471600,2023-12-02 08:52:46,37262,29857,9548,2865,1061,1,4
1052ec,ACA7669,LPPT,YSSY,1687316215,1687327919,1687302000,2023-06-21 04:56:55,11704,31092,4045,4699,121,2,3
105643,RYR5587,EGKK,LPPT,1676872816,1676907556,1676847600,2023-02-20 07:00:16,34740,46126,6467,18091,7403,4,5
1057b9,SIA592,KORD,EGLL,1673346457,1673399498,1673305200,2023-01-10 11:27:37,53041,47084,4802,49902,6148,3,5
1058c5,UAE6748,EGLL,LKPR,1692661558,1692706692,1692658800,2023-08-22 01:45:58,45134,26940,1669,5737,1990,3,1
105c47,AFR5087,OTHH,OMDB,1697238886,1697259332,1697238000,2023-10-14 01:14:46,20446,45510,8969,33464,1654,3,3
105d93,QTR4319,LPPT,EKCH,1693614778,1693654503,1693609200,2023-09-02 02:32:58,39725,15904,1299,39679,7200,2,4
105fb5,DAL5792,LFPG,KORD,1695493828,1695509575,1695423600,2023-09-23 20:30:28,15747,30964,7525,242,4271,4,2
10621c,ACA8349,EGLL,EPWA,1676122411,1676160985,1676070000,2023-02-11 14:33:31,38574,37179,2752,44877,8984,4,3
1065cc,QFA5886,LKPR,LIRF,1684090135,1684139795,1684018800,2023-05-14 20:48:55,49660,29956,5894,32052,9939,4,5
106717,AAL815,EFHK,ESSA,1687092253,1687109534,1687042800,2023-06-18 14:44:13,17281,30397,3127,30120,1658,2,1
106806,ACA1809,LHBP,EGKK,1686119569,1686123123,1686092400,2023-06-07 08:32:49,3554,13496,7669,36012,5768,4,5
1069b8,UAE3959,OMDB,LPPT,1702078495,1702093945,1702076400,2023-12-09 00:34:55,15450,541,134,2148,4512,3,5
106b0b,ACA5750,EFHK,LPPT,1678027423,1678038499,1677970800,2023-03-05 15:43:43,11076,16318,2941,10466,7785,2,3
106bd0,AFR9221,RJTT,LFPG,1688604736,1688644012,1688598000,2023-07-06 02:52:16,39276,24085,3081,42588,6601,3,2
106d1a,SWA9159,LKPR,ESSA,1679653774,1679701868,1679612400,2023-03-24 11:29:34,48094,6162,5741,35684,622,1,3
106d41,EZY1595,LEMD,RJTT,1680421630,1680458639,1680390000,2023-04-02 09:47:10,37009,26032,6840,37816,9427,3,2
106fff,UAL5110,RJTT,EGKK,1696032832,1696040457,1696028400,2023-09-30 02:13:52,7625,825,7199,48480,2931,1,2
1073ac,BAW6353,YSSY,EGLL,1696070056,1696096599,1696028400,2023-09-30 12:34:16,26543,29845,559,38909,7462,4,1
1076dd,ACA8971,ESSA,OMDB,1674788245,1674807496,1674774000,2023-01-27 03:57:25,19251,22875,2515,11516,7137,2,2
107785,AFR9635,EDDM,KDEN,1675521658,1675564867,1675465200,2023-02-04 15:40:58,43209,44789,8411,21142,5260,2,2
107790,UAL9472,LFPO,OMDB,1696937815,1696941486,1696892400,2023-10-10 13:36:55,3671,18888,7389,3801,7356,2,2
1078f5,QTR2295,VHHH,LPPT,1683481543,1683530259,1683414000,2023-05-07 19:45:43,48716,27006,3186,43425,9340,1,4
107a4f,UAE7652,KLAX,KDEN,1688464750,1688489004,1688425200,2023-07-04 11:59:10,24254,4779,5129,389,4775,4,1
107ae0,DAL9206,EKCH,EGKK,1675656544,1675662639,1675638000,2023-02-06 05:09:04,6095,5249,9365,6968,2769,1,1
107c28,RYR904,YSSY,EGKK,1693136407,1693155838,1693090800,2023-08-27 13:40:07,19431,22125,1390,43010,7443,2,3
107e4c,AFR8289,EKCH,EHAM,1687075504,1687123182,1687042800,2023-06-18 10:05:04,47678,32864,7042,39066,92,4,4
107eb4,QTR927,VHHH,LIRF,1692598636,1692636047,1692572400,2023-08-21 08:17:16,37411,21999,9212,21335,3969,3,4
107f42,AAL4051,EPWA,OMDB,1683540349,1683559940,1683500400,2023-05-08 12:05:49,19591,6950,628,42743,7031,3,4
10827e,SIA8931,EHAM,RJTT,1680875437,1680877620,1680822000,2023-04-07 15:50:37,2183,32464,7061,5843,6138,1,3
1082e8,UAE7088,EHAM,EKCH,1677458809,1677461338,1677452400,2023-02-27 01:46:49,2529,9053,3742,17317,602,5,2
108517,UAE7317,EKCH,EGLL,1691135929,1691161702,1691103600,2023-08-04 09:58:49,25773,25501,3065,3003,6884,2,4
10852e,DLH3497,EGKK,ENGM,1695921859,1695958380,1695855600,2023-09-28 19:24:19,36521,45800,1220,7859,3430,1,5
108578,ACA763,EHAM,LFPO,1676982895,1676993314,1676934000,2023-02-21 13:34:55,10419,43645,3918,44209,8044,1,1
108a40,EZY3349,OTHH,KJFK,1674885919,1674898940,1674860400,2023-01-28 07:05:19,13021,10200,7357,45898,4908,3,3
108a51,EZY217,LEBL,OTHH,1695235495,1695266833,1695164400,2023-09-20 20:44:55,31338,46565,5653,46396,8105,3,4
108a5a,SIA244,EDDM,LEMD,1681356469,1681370254,1681340400,2023-04-13 05:27:49,13785,4660,3286,19569,7,5,5
108a95,DLH6331,RJTT,YSSY,1700231422,1700256027,1700175600,2023-11-17 15:30:22,24605,14828,2449,6521,7068,5,4
108ab0,AFR8394,VHHH,LFPG,1673148235,1673177196,1673132400,2023-01-08 04:23:55,28961,23492,5078,30431,5037,2,2
108af5,SWA9854,ESSA,LHBP,1687760602,1687797008,1687734000,2023-06-26 08:23:22,36406,13020,8189,26387,7632,4,4
108bc8,SIA8508,EGLL,KLAX,1689832156,1689875039,1689807600,2023-07-20 07:49:16,42883,35537,7488,3286,3389,3,3
108d98,DAL2464,EPWA,EGKK,1686976384,1687010196,1686956400,2023-06-17 06:33:04,33812,42792,2249,30469,9686,3,1
1090e7,AFR4329,EKCH,EDDF,1700713846,1700742020,1700694000,2023-11-23 05:30:46,28174,30057,1058,36507,6886,1,2
1092a9,QTR7975,EDDF,LEMD,1693124755,1693150459,1693090800,2023-08-27 10:25:55,25704,22544,5032,25074,9592,3,4
109307,EZY6985,LFPO,LSZH,1675693063,1675739947,1675638000,2023-02-06 15:17:43,46884,46127,4529,44380,2133,2,2
109580,BAW3091,EHAM,OMDB,1694140612,1694174530,1694127600,2023-09-08 04:36:52,33918,21380,3676,43703,8321,3,1
1095bc,SIA6811,LKPR,LEBL,1689336007,1689340757,1689289200,2023-07-14 14:00:07,4750,31678,3988,20850,2959,4,1
1095bc,ACA5917,OMDB,EDDM,1694413234,1694450826,1694386800,2023-09-11 08:20:34,37592,113,5131,49212,216,5,5
10960c,UAE5575,LFPO,OMDB,1700745538,1700773121,1700694000,2023-11-23 14:18:58,27583,9912,6261,2048,152,5,5
10975f,DAL5372,RJTT,WSSS,1689163513,1689213744,1689116400,2023-07-12 14:05:13,50231,35681,8430,25039,8931,4,5
1099e8,QFA4484,LKPR,EHAM,1673888797,1673898797,1673823600,2023-01-16 18:06:37,10000,32363,625,48554,7279,3,2
109d1b,EZY9198,LFPG,OMDB,1676367193,1676374058,1676329200,2023-02-14 10:33:13,6865,31957,3255,8160,1500,1,5
109f57,EZY3682,KLAX,EDDF,1702274530,1702277283,1702249200,2023-12-11 07:02:10,2753,33451,4214,45976,8502,2,5
109f77,ACA6594,KATL,EDDM,1675169965,1675211523,1675119600,2023-01-31 13:59:25,41558,36218,4386,25872,9182,4,2
109fae,EZY2777,KORD,ESSA,1690034134,1690054099,1689980400,2023-07-22 15:55:34,19965,14150,5154,7036,3041,1,5
10a676,RYR6430,LSZH,EGLL,1683978853,1683995316,1683932400,2023-05-13 13:54:13,16463,26114,6423,30807,9282,4,1
10a7f1,BAW7931,KDFW,EDDF,1686145855,1686158414,1686092400,2023-06-07 15:50:55,12559,41746,4540,27249,8781,4,1
10a828,SWA8749,EGKK,OTHH,1680219979,1680262451,1680217200,2023-03-31 01:46:19,42472,48719,9273,26584,8779,4,2
10a908,SIA6256,EPWA,OTHH,1689748549,1689793257,1689721200,2023-07-19 08:35:49,44708,47970,6655,40830,2559,3,1
10a9a5,ACA2740,LHBP,LKPR,1686540640,1686562510,1686524400,2023-06-12 05:30:40,21870,1003,1802,25225,2487,2,2
10ab9f,SWA3819,EFHK,KATL,1702946227,1702955518,1702940400,2023-12-19 01:37:07,9291,39406,4383,22277,5832,4,4
10acd8,RYR4084,EHAM,KORD,1673788108,1673798535,1673737200,2023-01-15 14:08:28,10427,17589,5222,41099,6330,3,5
10acda,QTR2608,LIRF,LFPG,1694408086,1694427907,1694386800,2023-09-11 06:54:46,19821,47934,5737,25381,7600,5,5
10ae94,SIA701,VHHH,EDDM,1697188468,1697205077,1697151600,2023-10-13 11:14:28,16609,8192,6343,7805,4286,3,3
10b6b2,DAL1948,LFPG,ENGM,1677849517,1677869496,1677798000,2023-03-03 14:18:37,19979,35255,9671,945,236,4,3
10b73b,AFR8197,EDDF,ESSA,1701687403,1701702321,1701644400,2023-12-04 11:56:43,14918,27959,1399,32766,5461,3,4
10b9e9,UAL2760,LSZH,LIRF,1682205163,1682245681,1682204400,2023-04-23 01:12:43,40518,36359,3784,24509,6125,4,4
10ba49,QFA2544,KATL,LOWW,1682667373,1682670097,1682636400,2023-04-28 09:36:13,2724,12792,5472,39959,8822,2,4
10bbe9,UAL2765,LKPR,KJFK,1702519855,1702564494,1702508400,2023-12-14 03:10:55,44639,37805,7299,22257,610,1,5
10bda9,EZY8223,LFPO,VHHH,1697427733,1697446578,1697410800,2023-10-16 05:42:13,18845,22674,390,38329,1289,5,2
10bdee,UAL3706,KDEN,ENGM,1692291796,1692321044,1692226800,2023-08-17 19:03:16,29248,9532,9345,19122,380,3,2
10be6a,EZY5586,EFHK,ENGM,1698731041,1698749916,1698706800,2023-10-31 06:44:01,18875,3439,9769,38037,9281,4,4
10bed3,EZY1431,VHHH,EDDF,1692235021,1692276653,1692226800,2023-08-17 03:17:01,41632,2415,804,48905,2104,3,4
10c016,UAL7314,KDEN,EGLL,1694694244,1694728508,1694646000,2023-09-14 14:24:04,34264,1915,1403,44324,8200,2,3
10c0c1,DLH7267,LHBP,KORD,1672751881,1672795603,1672700400,2023-01-03 14:18:01,43722,11640,2128,35694,3573,3,2
10c24a,UAE6507,EKCH,LFPG,1701832771,1701885722,1701817200,2023-12-06 04:19:31,52951,32891,3075,26733,2691,3,3
10c272,DLH498,EPWA,LPPT,1685174833,1685200650,1685142000,2023-05-27 10:07:13,25817,39786,592,33281,3870,3,5
10c321,RYR1337,LOWW,KDEN,1675401712,1675440918,1675378800,2023-02-03 06:21:52,39206,28738,4022,1692,1486,4,1
10c405,DAL9193,OTHH,YSSY,1701782719,1701819634,1701730800,2023-12-05 14:25:19,36915,43227,314,1699,693,5,3
10c475,UAL7221,LEMD,LPPT,1672934026,1672947501,1672873200,2023-01-05 16:53:46,13475,44184,8132,46289,3849,4,1
10c5a5,SWA8971,EPWA,EHAM,1674730681,1674749463,1674687600,2023-01-26 11:58:01,18782,49068,1663,41983,717,4,2
10c719,AFR602,WSSS,EHAM,1693718965,1693741559,1693695600,2023-09-03 07:29:25,22594,863,2400,46607,1648,2,4
10c99c,EZY2774,LEBL,KDFW,1684424371,1684466826,1684364400,2023-05-18 17:39:31,42455,4612,5042,30134,2972,5,3
10cafa,RYR1489,LEBL,LOWW,1681877644,1681928299,1681858800,2023-04-19 06:14:04,50655,39367,9403,2133,1800,1,5
10cb83,BAW1204,LEBL,KJFK,1688786728,1688799939,1688770800,2023-07-08 05:25:28,13211,7165,5224,38372,607,1,1
10ce39,UAL345,LFPG,EPWA,1697607736,1697618618,1697583600,2023-10-18 07:42:16,10882,27416,8437,28429,7757,3,1
10ce5a,ACA8754,LIRF,YSSY,1693027933,1693049265,1693004400,2023-08-26 07:32:13,21332,30529,4616,26219,482,5,3
10d0fc,QFA999,LSZH,EPWA,1677770713,1677805437,1677711600,2023-03-02 16:25:13,34724,15860,4128,17294,9097,3,1
10d173,BAW338,OTHH,LHBP,1686579103,1686584256,1686524400,2023-06-12 16:11:43,5153,13598,6281,13302,6033,4,3
10d19c,UAE1108,KORD,ENGM,1691286361,1691319164,1691276400,2023-08-06 03:46:01,32803,39602,3047,25419,9622,3,2
10d251,UAE1863,KDEN,LEMD,1686583030,1686617454,1686524400,2023-06-12 17:17:10,34424,19341,752,44457,7739,5,5
10d39c,UAL1197,LEBL,LHBP,1698017239,1698039560,1698015600,2023-10-23 01:27:19,22321,3843,8147,41536,386,4,5
10d3b7,EZY7746,LKPR,EGLL,1697623408,1697657935,1697583600,2023-10-18 12:03:28,34527,13935,5089,7950,3060,4,2
10d516,ACA452,KJFK,LEMD,1696670929,1696717737,1696633200,2023-10-07 11:28:49,46808,44179,2779,15194,6155,1,4
10d573,QTR9994,OMDB,KDFW,1683112339,1683131005,1683068400,2023-05-03 13:12:19,18666,46838,9792,8434,275,2,4
10d627,BAW2174,EPWA,LOWW,1690204450,1690226669,1690153200,2023-07-24 15:14:10,22219,29245,2902,24562,2340,2,3
10d723,SWA6398,LSZH,EFHK,1680931735,1680938255,1680908400,2023-04-08 07:28:55,6520,37843,1672,11688,5540,3,2
10da03,AAL3375,LSZH,KATL,1683708757,1683735724,1683673200,2023-05-10 10:52:37,26967,20997,6044,15319,3098,1,5
10da26,EZY1978,EDDM,LFPG,1679654335,1679664183,1679612400,2023-03-24 11:38:55,9848,46308,22,14763,7123,1,5
10dae5,SIA7378,LPPT,KLAX,1700870362,1700891259,1700866800,2023-11-25 00:59:22,20897,43133,2698,14611,8260,5,2
10dc85,DLH7050,LIRF,RJTT,1698909295,1698911573,1698879600,2023-11-02 08:14:55,2278,21242,7790,41924,4012,5,2
10de2b,QFA1852,RJTT,KJFK,1699242733,1699266909,1699225200,2023-11-06 04:52:13,24176,9104,9352,37361,8130,3,3
10e2b6,AFR5837,LOWW,KATL,1695300166,1695339942,1695250800,2023-09-21 14:42:46,39776,18796,777,39244,1388,4,1
10e824,SWA698,LIRF,KDFW,1696043569,1696046521,1696028400,2023-09-30 05:12:49,2952,32175,1212,8133,3121,3,1
10e86f,AAL6685,LOWW,LFPO,1690388827,1690418654,1690326000,2023-07-26 18:27:07,29827,34052,7051,12000,9738,4,1
10eb3e,SWA3401,LKPR,LFPO,1696564531,1696604057,1696546800,2023-10-06 05:55:31,39526,6528,7914,11986,7199,2,1
10ec14,SIA9631,VHHH,EPWA,1676862355,1676885038,1676847600,2023-02-20 04:05:55,22683,18111,1244,4376,1648,2,5
10ed4f,DAL494,KATL,EHAM,1683199582,1683220582,1683154800,2023-05-04 13:26:22,21000,14776,2341,48160,2536,3,4
10ee4e,SIA7958,EFHK,KDFW,1700835004,1700872605,1700780400,2023-11-24 15:10:04,37601,46171,6789,983,420,1,2
10ee83,SWA7611,RJTT,EDDF,1703393683,1703432789,1703372400,2023-12-24 05:54:43,39106,22928,753,34983,2559,1,4
10efbc,AFR6818,LEBL,WSSS,1673850997,1673862947,1673823600,2023-01-16 07:36:37,11950,31209,9950,22992,6023,5,5
10f12e,SWA3778,LPPT,OTHH,1686577672,1686613825,1686524400,2023-06-12 15:47:52,36153,28001,8303,32308,5513,1,3
10f46d,AFR7198,EDDM,KDFW,1689611794,1689625732,1689548400,2023-07-17 18:36:34,13938,13782,8955,22439,6153,2,3
10f4b2,QTR4783,KATL,KDFW,1682749096,1682751474,1682722800,2023-04-29 08:18:16,2378,40896,966,22709,2713,1,2
10f5d5,RYR3626,EHAM,LEMD,1675705717,1675739370,1675638000,2023-02-06 18:48:37,33653,41238,7018,48603,9687,4,1
10f81e,AFR2940,KDEN,ESSA,1674409939,1674460285,1674342000,2023-01-22 18:52:19,50346,24757,3161,30670,5213,1,2
10fad7,QFA1155,KDEN,KATL,1689153223,1689183215,1689116400,2023-07-12 11:13:43,29992,8094,8535,16977,28,2,5
10fb34,UAL2185,EKCH,EPWA,1696410547,1696445462,1696374000,2023-10-04 11:09:07,34915,47147,1511,4936,8818,3,4
10fef2,RYR6399,KDFW,WSSS,1695814222,1695830825,1695769200,2023-09-27 13:30:22,16603,29010,8847,17953,8972,3,4
110047,ACA8942,KORD,LFPG,1683727441,1683758598,1683673200,2023-05-10 16:04:01,31157,38770,6291,33972,1064,4,3
1100c9,AAL9791,RJTT,KATL,1693794886,1693848373,1693782000,2023-09-04 04:34:46,53487,27898,6439,14127,9552,1,3
11012a,BAW3226,EGLL,RJTT,1679229958,1679260268,1679180400,2023-03-19 13:45:58,30310,38969,3280,17398,1372,5,4
1101b5,AAL2095,KLAX,KATL,1694408521,1694441320,1694386800,2023-09-11 07:02:01,32799,28505,1928,25401,3067,1,5
1104a6,DAL4950,LIRF,LEBL,1673611180,1673657428,1673564400,2023-01-13 12:59:40,46248,15052,4922,10539,3521,3,3
110569,DLH8196,YSSY,LFPG,1690356184,1690372706,1690326000,2023-07-26 09:23:04,16522,34228,6221,24328,9470,4,4
110865,DAL4962,RJTT,EGLL,1677892702,1677937734,1677884400,2023-03-04 02:18:22,45032,15541,5556,34875,8391,4,2
110ea3,UAL2455,EGKK,LPPT,1693278955,1693329129,1693263600,2023-08-29 05:15:55,50174,9940,9450,22998,716,4,2
110ff3,UAE6554,LPPT,LHBP,1703217883,1703267635,1703199600,2023-12-22 05:04:43,49752,38436,2984,41499,2947,3,1
1111b8,QTR9371,EPWA,VHHH,1690374400,1690416678,1690326000,2023-07-26 14:26:40,42278,15909,121,33416,256,1,2
11178c,AAL3618,EGLL,YSSY,1686326185,1686336117,1686265200,2023-06-09 17:56:25,9932,2839,53,29357,3489,4,2
111a5b,UAL7575,LOWW,EGKK,1682830648,1682870622,1682809200,2023-04-30 06:57:28,39974,6535,8447,34669,7653,5,4
111af8,ACA2748,ESSA,EHAM,1702808575,1702812709,1702767600,2023-12-17 11:22:55,4134,19813,6407,46513,5804,3,4
111be5,BAW4147,LKPR,WSSS,1674087445,1674108814,1674082800,2023-01-19 01:17:25,21369,34875,7927,42636,6695,4,5
111c45,SIA2854,LOWW,EGLL,1691930416,1691981864,1691881200,2023-08-13 14:40:16,51448,45553,2534,47658,927,4,4
111cb0,EZY2539,LOWW,EGLL,1678903945,1678916644,1678834800,2023-03-15 19:12:25,12699,40382,2024,11599,2164,5,2
111da7,ACA7732,YSSY,EGKK,1680665275,1680681057,1680649200,2023-04-05 05:27:55,15782,25713,7100,1550,5246,1,3
111e89,SIA5244,LKPR,LEBL,1698040642,1698044485,1698015600,2023-10-23 07:57:22,3843,43878,5629,47034,6110,4,2
11201a,AAL5041,EDDF,WSSS,1702967104,1702994352,1702940400,2023-12-19 07:25:04,27248,2213,8824,26499,9851,1,3
112165,UAL6487,OTHH,EPWA,1679032684,1679054735,1679007600,2023-03-17 06:58:04,22051,11207,2828,36571,4367,5,4
1121a4,UAE7821,LPPT,LFPO,1701946729,1701959489,1701903600,2023-12-07 11:58:49,12760,29833,5113,30645,7898,3,1
1122a3,UAE5944,LKPR,EGLL,1673333296,1673358950,1673305200,2023-01-10 07:48:16,25654,13966,4900,28486,5978,1,3
112480,UAE3405,KATL,LEMD,1688822953,1688855252,1688770800,2023-07-08 15:29:13,32299,19946,398,44785,6970,1,4
1124b6,BAW6086,EGLL,EGKK,1672559842,1672588390,1672527600,2023-01-01 08:57:22,28548,28272,6602,41411,2785,4,5
112512,SWA4899,EDDF,YSSY,1681607116,1681649179,1681599600,2023-04-16 03:05:16,42063,39867,9949,17078,1652,2,4
112536,ACA2570,ENGM,LSZH,1686294412,1686320844,1686265200,2023-06-09 09:06:52,26432,35461,6061,33038,594,1,2
1125f9,AFR9284,EDDF,KORD,1676900146,1676930079,1676847600,2023-02-20 14:35:46,29933,38490,9516,23897,6769,2,5
1126cc,RYR3848,ENGM,KORD,1680317650,1680352512,1680303600,2023-04-01 04:54:10,34862,49587,3432,37343,1005,2,4
112804,SIA4063,ENGM,OMDB,1686784588,1686815492,1686783600,2023-06-15 01:16:28,30904,33707,7101,37783,6619,3,1
112957,QTR755,EHAM,KATL,1694159146,1694202821,1694127600,2023-09-08 09:45:46,43675,47661,691,29578,8390,4,3
1129b5,BAW1068,KORD,OMDB,1688725321,1688771628,1688684400,2023-07-07 12:22:01,46307,12074,182,36034,696,3,1
112cb5,ACA8197,OMDB,LHBP,1684545232,1684556658,1684537200,2023-05-20 03:13:52,11426,21727,4411,13336,5032,5,5
112d52,UAL2770,EGLL,EKCH,1683569233,1683586330,1683500400,2023-05-08 20:07:13,17097,24110,7586,39280,7040,4,5
112dff,SWA9841,WSSS,VHHH,1681708552,1681745743,1681686000,2023-04-17 07:15:52,37191,45047,2132,49031,5409,4,2
112ec2,SWA7649,EDDM,EKCH,1699595986,1699610795,1699570800,2023-11-10 06:59:46,14809,35873,2021,543,1898,4,5
112f67,UAL9531,KDEN,EGLL,1697171446,1697188497,1697151600,2023-10-13 06:30:46,17051,25252,439,18640,5582,4,1
1130a7,RYR5063,ESSA,LOWW,1683803176,1683809467,1683759600,2023-05-11 13:06:16,6291,10350,8579,4099,8350,5,1
1130e4,RYR2592,LOWW,EPWA,1686472411,1686495185,1686438000,2023-06-11 10:33:31,22774,29191,3385,27884,747,2,1
11326d,UAL2919,LPPT,KLAX,1672566493,1672576223,1672527600,2023-01-01 10:48:13,9730,40948,5893,42043,505,3,3
11338c,AFR7308,KORD,LFPG,1686841465,1686883924,1686783600,2023-06-15 17:04:25,42459,48858,497,42856,8786,1,3
11371b,QFA4408,KDFW,OMDB,1674290515,1674320334,1674255600,2023-01-21 09:41:55,29819,29827,6368,29994,5136,5,4
11371d,QFA673,KORD,EPWA,1692172027,1692225059,1692140400,2023-08-16 09:47:07,53032,32482,6036,1057,5371,2,5
113825,RYR2017,KDEN,RJTT,1692764593,1692787059,1692745200,2023-08-23 06:23:13,22466,48384,8415,6643,8047,1,1
113d0c,BAW4062,LEBL,LEMD,1687746907,1687769785,1687734000,2023-06-26 04:35:07,22878,1782,7989,29863,7035,3,2
113daf,QFA3188,EDDF,LFPG,1683011377,1683030070,1682982000,2023-05-02 09:09:37,18693,22479,2059,24793,1598,5,5
113e3d,DLH5773,EGKK,EKCH,1682917630,1682946637,1682895600,2023-05-01 07:07:10,29007,45100,4100,40070,3495,1,3
113eef,ACA2526,LSZH,LEBL,1680280447,1680294122,1680217200,2023-03-31 18:34:07,13675,34963,1708,32484,7153,3,5
11432d,SIA4557,KDEN,ENGM,1678086229,1678107759,1678057200,2023-03-06 08:03:49,21530,1979,921,34186,5388,2,5
114330,EZY8543,LEMD,EPWA,1679817382,1679842351,1679785200,2023-03-26 09:56:22,24969,7157,4270,34372,7522,3,3
114416,UAL3132,ESSA,KJFK,1681556542,1681563531,1681513200,2023-04-15 13:02:22,6989,45559,3194,46365,4326,3,3
11490b,UAE1300,VHHH,LHBP,1702805608,1702843646,1702767600,2023-12-17 10:33:28,38038,32739,7549,13896,2088,2,1
11496e,SWA2036,KDFW,EDDM,1702622161,1702633003,1702594800,2023-12-15 07:36:01,10842,39419,288,15143,2232,1,2
1149c9,AAL5624,OTHH,LFPO,1688566297,1688588733,1688511600,2023-07-05 16:11:37,22436,21871,5865,15987,2182,2,5
114aa5,QTR6534,KDEN,OTHH,1703669992,1703681696,1703631600,2023-12-27 10:39:52,11704,14803,5809,39381,4483,1,2
114b93,AFR9728,KATL,LPPT,1698668275,1698670729,1698620400,2023-10-30 13:17:55,2454,45819,8471,7412,7727,1,5
114c25,SIA3690,LSZH,OMDB,1698130381,1698159577,1698102000,2023-10-24 08:53:01,29196,9434,1684,21732,676,3,2
